Date,Product_ID,Product_Name,Defect_Type,Defect_Count,Inspection_Result,Audit_Score,Rework_Count,Rejection_Count,Complaint_ID,Complaint_Reason,Lab_Test_Result,Test_Batch_ID,COPQ,Compliance_Status,Cpk,Ppk,First_Pass_Yield (%)
2024-06-21,P005,Widget_E,Crack,23,Pass,93,4,0,CMP64499,Dimension Error,Pass,TB65983,3472,Yes,1.01,1.66,96.52
2022-12-05,P005,Widget_E,Misalignment,9,Pass,83,11,0,CMP53392,Material Issue,Pass,TB56108,6174,Yes,1.73,1.85,96.02
2023-09-14,P003,Widget_C,Misalignment,8,Pass,84,17,7,CMP43716,Packaging,Pass,TB04865,9031,Yes,1.93,1.13,89.7
2024-01-31,P003,Widget_C,Scratch,31,Pass,88,17,3,CMP86719,Packaging,Pass,TB80110,3050,Yes,1.46,1.86,91.36
2024-03-15,P003,Widget_C,Misalignment,8,Pass,79,10,4,CMP34688,Packaging,Pass,TB54600,2504,Yes,1.41,1.74,96.94
2024-10-06,P003,Widget_C,Dent,10,Pass,81,13,9,CMP59534,Dimension Error,Fail,TB88108,8973,Yes,1.27,1.79,90.8
2024-01-12,P004,Widget_D,Misalignment,35,Pass,79,3,2,CMP41651,Packaging,Pass,TB58101,2002,Yes,1.83,1.22,86.12
2023-12-12,P004,Widget_D,Crack,33,Pass,97,12,8,CMP80691,Material Issue,Pass,TB37109,4610,Yes,1.6,1.08,87.0
2025-04-10,P003,Widget_C,Dent,6,Pass,85,1,2,CMP60820,Packaging,Pass,TB89297,3244,Yes,1.4,1.74,90.74
2024-05-28,P004,Widget_D,Misalignment,17,Pass,71,9,3,CMP82840,Surface Issue,Pass,TB09625,1059,Yes,1.36,1.81,85.02
2022-11-02,P004,Widget_D,Crack,6,Pass,78,11,1,CMP06298,Material Issue,Pass,TB05153,9469,No,1.16,1.83,95.4
2022-05-25,P004,Widget_D,Misalignment,20,Pass,96,8,8,CMP43206,Surface Issue,Pass,TB08717,5394,Yes,1.16,1.66,93.0
2022-10-27,P001,Widget_A,Dent,46,Pass,99,12,8,CMP92834,Packaging,Pass,TB56021,1395,Yes,1.03,1.55,91.02
2024-04-14,P004,Widget_D,Dent,36,Pass,94,0,3,CMP98230,Dimension Error,Pass,TB10489,6032,Yes,1.77,1.31,88.39
2023-05-20,P005,Widget_E,None,12,Pass,79,4,0,CMP97447,Dimension Error,Pass,TB57424,3054,Yes,1.31,1.14,95.09
2023-09-15,P004,Widget_D,Dent,43,Pass,87,6,3,CMP36461,Surface Issue,Pass,TB84836,7958,Yes,1.39,1.71,90.39
2024-07-08,P005,Widget_E,Misalignment,37,Pass,82,16,9,CMP40109,Packaging,Pass,TB88770,9052,Yes,1.86,1.39,96.54
2025-03-08,P003,Widget_C,None,24,Pass,84,1,5,CMP35837,Surface Issue,Fail,TB76472,8138,Yes,1.1,1.16,92.98
2023-07-13,P003,Widget_C,Misalignment,21,Pass,70,13,0,CMP92671,Dimension Error,Pass,TB58671,7497,Yes,1.52,1.92,90.09
2022-08-23,P004,Widget_D,Dent,16,Pass,92,9,7,CMP95794,Dimension Error,Pass,TB52865,3956,Yes,1.08,1.82,89.72
2024-06-14,P003,Widget_C,Scratch,34,Pass,82,17,7,CMP77766,Surface Issue,Pass,TB71723,6958,Yes,1.46,1.56,87.04
2024-01-09,P001,Widget_A,Dent,18,Pass,85,19,2,CMP22989,Packaging,Pass,TB87536,2233,Yes,1.06,1.51,96.82
2024-07-14,P004,Widget_D,Dent,30,Pass,72,3,2,CMP09712,Dimension Error,Pass,TB48146,5507,Yes,1.11,1.9,90.39
2022-08-06,P002,Widget_B,None,34,Pass,89,3,4,CMP77285,Material Issue,Pass,TB99086,1650,Yes,1.46,1.38,97.22
2024-06-25,P003,Widget_C,None,45,Pass,76,15,2,CMP53286,Packaging,Pass,TB84776,2948,Yes,1.73,1.85,94.9
2023-06-30,P001,Widget_A,Dent,5,Pass,77,14,9,CMP01921,Surface Issue,Pass,TB71423,1359,Yes,1.11,1.91,88.08
2023-06-19,P005,Widget_E,Dent,45,Pass,75,12,3,CMP14875,Packaging,Pass,TB36202,2102,Yes,1.3,1.33,94.61
2023-04-02,P005,Widget_E,Dent,19,Pass,79,12,3,CMP54635,Material Issue,Pass,TB97392,4164,Yes,1.63,1.91,89.12
2023-10-02,P002,Widget_B,Dent,19,Pass,82,5,4,CMP91009,Material Issue,Pass,TB62878,3384,Yes,1.48,1.28,94.47
2024-12-03,P001,Widget_A,Scratch,22,Pass,70,7,0,CMP31520,Packaging,Pass,TB79470,2765,Yes,1.72,1.74,89.48
2024-04-02,P001,Widget_A,Scratch,39,Pass,77,4,8,CMP24500,Material Issue,Pass,TB06313,3387,Yes,1.22,1.59,97.35
2022-06-08,P003,Widget_C,Crack,40,Pass,77,8,6,CMP86602,Packaging,Pass,TB63629,5959,Yes,1.94,1.46,92.62
2024-03-10,P001,Widget_A,Crack,4,Pass,73,1,6,CMP59524,Surface Issue,Pass,TB45822,4882,No,1.01,1.08,92.36
2024-04-26,P001,Widget_A,Crack,13,Fail,71,17,8,CMP82631,Packaging,Pass,TB76286,8162,Yes,1.85,1.0,92.7
2025-02-24,P004,Widget_D,Crack,35,Pass,82,2,7,CMP78864,Surface Issue,Pass,TB50622,2050,Yes,1.12,1.61,94.77
2022-12-24,P002,Widget_B,Crack,15,Pass,76,1,0,CMP49314,Surface Issue,Pass,TB19560,2556,Yes,1.32,1.21,92.97
2024-04-26,P003,Widget_C,Dent,25,Pass,84,12,4,CMP40578,Packaging,Pass,TB87135,2603,Yes,1.95,1.42,91.3
2023-06-02,P001,Widget_A,None,18,Pass,84,12,2,CMP60533,Surface Issue,Pass,TB20817,4837,No,1.48,1.04,87.33
2025-04-13,P001,Widget_A,Dent,32,Pass,74,11,4,CMP47277,Packaging,Pass,TB15880,3243,Yes,1.06,1.21,89.62
2025-04-29,P002,Widget_B,Crack,12,Pass,70,19,4,CMP02784,Dimension Error,Pass,TB58604,9195,Yes,1.55,1.56,86.2
2025-03-07,P003,Widget_C,Dent,11,Pass,77,1,0,CMP11138,Packaging,Pass,TB57014,6651,Yes,1.92,1.03,86.98
2023-04-16,P001,Widget_A,Dent,23,Pass,85,4,3,CMP31347,Material Issue,Pass,TB55379,1066,No,1.47,1.07,95.46
2022-05-09,P003,Widget_C,None,30,Pass,70,19,7,CMP68028,Packaging,Pass,TB01557,5533,Yes,1.29,1.36,88.79
2022-11-15,P002,Widget_B,None,23,Fail,90,7,9,CMP41656,Dimension Error,Pass,TB83682,8441,Yes,1.09,1.75,96.92
2024-05-25,P003,Widget_C,Scratch,5,Fail,70,1,0,CMP98637,Surface Issue,Pass,TB62108,6755,Yes,1.95,1.97,93.12
2024-04-25,P003,Widget_C,Scratch,48,Fail,82,0,1,CMP41026,Surface Issue,Pass,TB90404,3434,Yes,1.11,1.54,94.95
2023-01-26,P002,Widget_B,Scratch,49,Pass,78,11,5,CMP65002,Packaging,Pass,TB80448,5001,Yes,1.81,1.13,91.23
2022-08-06,P005,Widget_E,Misalignment,37,Pass,92,14,6,CMP29294,Packaging,Pass,TB30070,3499,Yes,1.2,1.58,85.12
2024-08-16,P004,Widget_D,Scratch,4,Pass,78,15,2,CMP62027,Surface Issue,Pass,TB16167,3917,Yes,1.56,1.7,86.28
2024-04-22,P003,Widget_C,Scratch,12,Pass,73,9,3,CMP49755,Packaging,Pass,TB42316,5011,Yes,1.88,1.42,97.36
2022-12-25,P002,Widget_B,Scratch,11,Pass,84,0,4,CMP31032,Surface Issue,Pass,TB13874,2497,Yes,1.12,1.86,93.64
2024-02-05,P005,Widget_E,Crack,33,Pass,90,1,4,CMP47235,Surface Issue,Pass,TB19718,7010,Yes,1.63,1.15,86.05
2022-11-25,P003,Widget_C,Scratch,49,Pass,81,5,0,CMP99967,Packaging,Pass,TB72448,6924,Yes,1.83,1.77,89.17
2024-07-04,P001,Widget_A,Dent,3,Pass,96,10,2,CMP18680,Material Issue,Pass,TB38214,1894,Yes,1.47,1.98,91.41
2025-04-14,P003,Widget_C,Misalignment,11,Pass,89,6,5,CMP20779,Material Issue,Pass,TB04165,7610,Yes,1.6,1.43,86.56
2023-02-28,P004,Widget_D,Dent,48,Pass,72,5,8,CMP16630,Material Issue,Pass,TB30707,7756,Yes,1.4,1.62,90.32
2023-05-15,P005,Widget_E,Crack,44,Pass,77,5,3,CMP76373,Surface Issue,Pass,TB43679,2453,Yes,1.99,1.68,96.07
2024-10-30,P003,Widget_C,Crack,16,Pass,71,12,5,CMP26855,Packaging,Pass,TB99156,8779,Yes,1.29,1.98,92.66
2023-12-06,P001,Widget_A,Scratch,20,Pass,83,1,9,CMP65658,Material Issue,Pass,TB72586,1795,Yes,1.45,1.88,88.38
2023-01-07,P002,Widget_B,Misalignment,23,Pass,98,16,4,CMP20843,Dimension Error,Pass,TB29432,4415,No,1.12,1.89,87.64
2022-11-30,P004,Widget_D,Dent,10,Pass,82,2,9,CMP48468,Packaging,Pass,TB94295,4295,Yes,1.71,1.6,89.63
2023-08-22,P001,Widget_A,Misalignment,3,Fail,79,0,2,CMP29356,Packaging,Pass,TB89987,5023,No,1.69,1.85,95.84
2024-12-27,P002,Widget_B,Crack,41,Pass,80,18,3,CMP10797,Surface Issue,Pass,TB68409,6106,Yes,1.82,1.34,94.32
2023-11-23,P005,Widget_E,Misalignment,38,Pass,98,9,3,CMP82305,Surface Issue,Pass,TB78975,6765,Yes,1.27,1.12,86.97
2022-12-28,P005,Widget_E,Dent,22,Fail,76,19,5,CMP12956,Surface Issue,Pass,TB19982,4277,Yes,1.89,1.87,86.65
2023-01-26,P004,Widget_D,Scratch,24,Pass,88,15,5,CMP14108,Dimension Error,Fail,TB86791,9590,Yes,1.76,1.34,87.38
2022-07-08,P003,Widget_C,Misalignment,22,Pass,74,12,3,CMP69788,Material Issue,Pass,TB61673,6355,Yes,1.98,1.89,93.62
2023-01-16,P001,Widget_A,Crack,47,Pass,99,3,9,CMP32906,Packaging,Fail,TB88285,6736,Yes,1.38,1.27,95.63
2024-10-31,P003,Widget_C,Dent,4,Pass,72,17,4,CMP24147,Surface Issue,Pass,TB29498,7284,Yes,1.53,1.84,89.63
2025-04-23,P004,Widget_D,Scratch,18,Pass,82,8,5,CMP01105,Material Issue,Pass,TB02028,8586,Yes,1.31,1.12,93.63
2024-05-27,P005,Widget_E,None,11,Fail,92,8,5,CMP12873,Packaging,Pass,TB87716,9493,Yes,1.24,1.75,86.06
2024-01-25,P003,Widget_C,Misalignment,24,Pass,75,5,3,CMP64828,Packaging,Pass,TB72377,5811,Yes,1.5,1.67,96.17
2023-11-19,P005,Widget_E,Dent,19,Pass,86,19,6,CMP79311,Packaging,Pass,TB32881,4561,Yes,1.51,1.51,91.97
2023-11-09,P002,Widget_B,Scratch,45,Pass,80,7,7,CMP94040,Material Issue,Pass,TB17841,1401,Yes,1.49,1.03,93.07
2024-06-02,P001,Widget_A,Scratch,31,Pass,73,11,4,CMP45205,Packaging,Pass,TB66413,5070,Yes,1.01,1.96,96.92
2022-09-19,P002,Widget_B,None,44,Fail,74,1,7,CMP41935,Dimension Error,Pass,TB12725,3222,Yes,1.65,1.57,96.99
2024-03-21,P001,Widget_A,Dent,34,Pass,80,12,1,CMP43920,Material Issue,Pass,TB67662,2045,Yes,1.26,1.92,93.41
2024-11-09,P003,Widget_C,Scratch,6,Fail,87,3,1,CMP51646,Packaging,Pass,TB71396,4989,Yes,1.6,1.56,88.55
2024-05-03,P002,Widget_B,Dent,27,Pass,79,11,9,CMP28542,Dimension Error,Pass,TB61429,1348,Yes,1.28,1.54,86.61
2022-11-13,P001,Widget_A,Misalignment,22,Pass,73,0,9,CMP28161,Dimension Error,Pass,TB50128,3850,Yes,1.4,1.36,85.33
2025-04-04,P003,Widget_C,Misalignment,16,Pass,85,12,9,CMP57167,Material Issue,Pass,TB57129,2169,Yes,1.61,1.62,88.1
2024-03-10,P001,Widget_A,Misalignment,2,Pass,85,11,7,CMP92287,Packaging,Pass,TB21570,7302,Yes,1.5,1.89,85.71
2022-09-17,P003,Widget_C,Misalignment,15,Pass,94,3,3,CMP11009,Packaging,Pass,TB30667,6714,Yes,1.44,1.97,94.12
2023-09-13,P005,Widget_E,Crack,18,Pass,87,4,2,CMP33248,Material Issue,Pass,TB76673,9484,Yes,1.98,1.76,86.68
2024-06-21,P002,Widget_B,Scratch,46,Fail,72,7,4,CMP81234,Material Issue,Pass,TB40914,8196,Yes,1.25,1.68,96.8
2024-01-04,P003,Widget_C,Scratch,38,Pass,99,10,5,CMP93222,Dimension Error,Pass,TB19558,8461,Yes,1.2,1.82,90.46
2025-03-25,P001,Widget_A,Scratch,23,Fail,96,7,4,CMP84860,Surface Issue,Pass,TB43595,4420,Yes,1.63,1.94,92.45
2025-03-27,P002,Widget_B,Crack,28,Pass,96,5,1,CMP41320,Material Issue,Pass,TB56853,8735,Yes,1.97,1.32,95.25
2022-05-25,P002,Widget_B,Misalignment,2,Pass,77,5,6,CMP57918,Dimension Error,Pass,TB63176,3182,Yes,1.23,1.66,93.04
2023-12-26,P004,Widget_D,Misalignment,2,Pass,88,3,1,CMP20604,Dimension Error,Fail,TB60942,1553,Yes,1.61,1.8,95.76
2024-03-16,P005,Widget_E,Misalignment,41,Pass,83,19,6,CMP54046,Packaging,Pass,TB20999,5441,Yes,1.55,1.02,95.62
2024-06-18,P002,Widget_B,Dent,15,Fail,99,19,3,CMP21172,Surface Issue,Pass,TB77609,6204,Yes,1.92,1.16,95.17
2024-03-22,P003,Widget_C,Crack,33,Pass,91,2,8,CMP05469,Dimension Error,Pass,TB25473,1586,Yes,1.96,1.07,95.82
2023-05-13,P005,Widget_E,Misalignment,39,Pass,86,13,0,CMP97829,Surface Issue,Pass,TB69199,9582,Yes,1.89,1.78,91.35
2023-04-01,P005,Widget_E,None,19,Pass,89,10,1,CMP16987,Dimension Error,Pass,TB81216,4961,Yes,1.22,1.2,95.93
2023-05-16,P005,Widget_E,Misalignment,22,Pass,78,11,7,CMP17205,Surface Issue,Pass,TB36620,2224,Yes,1.94,1.14,91.59
2024-08-31,P005,Widget_E,Scratch,17,Pass,85,9,8,CMP78643,Dimension Error,Pass,TB78084,5189,Yes,1.23,1.74,92.84
2024-03-07,P005,Widget_E,Scratch,23,Pass,90,4,3,CMP66034,Surface Issue,Pass,TB43102,4554,Yes,1.2,1.36,97.86
2024-03-15,P003,Widget_C,Dent,15,Pass,88,18,7,CMP29048,Dimension Error,Pass,TB52017,7591,Yes,1.5,1.01,86.05
2023-12-21,P005,Widget_E,Dent,16,Pass,72,6,8,CMP87477,Packaging,Pass,TB97581,2951,Yes,1.3,1.24,85.73
2024-04-24,P005,Widget_E,Crack,46,Pass,89,0,1,CMP60494,Dimension Error,Pass,TB89946,4047,Yes,1.78,1.54,90.04
2023-03-31,P003,Widget_C,None,44,Pass,73,11,6,CMP38054,Dimension Error,Pass,TB82237,6098,Yes,1.94,1.67,90.25
2023-02-03,P002,Widget_B,Crack,19,Pass,81,19,4,CMP58990,Packaging,Pass,TB39187,7849,Yes,1.19,1.69,91.27
2022-10-05,P001,Widget_A,Crack,17,Pass,73,9,5,CMP83330,Surface Issue,Pass,TB94590,9974,Yes,1.09,1.14,91.79
2024-10-26,P004,Widget_D,None,22,Pass,84,15,5,CMP48067,Packaging,Pass,TB67316,8191,No,1.55,1.4,93.15
2024-02-07,P003,Widget_C,Misalignment,49,Fail,99,12,9,CMP47990,Packaging,Pass,TB36468,5770,Yes,1.01,1.08,92.07
2023-11-09,P002,Widget_B,Dent,38,Pass,75,11,5,CMP93671,Packaging,Pass,TB90477,4889,Yes,1.76,1.08,92.19
2022-12-21,P003,Widget_C,Dent,30,Pass,73,5,8,CMP68593,Packaging,Fail,TB09880,3733,Yes,1.33,1.82,95.14
2025-02-14,P003,Widget_C,Dent,27,Pass,91,6,2,CMP67578,Material Issue,Pass,TB50613,3253,Yes,1.68,1.71,96.81
2023-08-18,P002,Widget_B,Scratch,24,Pass,85,9,3,CMP15812,Material Issue,Pass,TB29489,5456,Yes,2.0,1.97,88.03
2025-01-15,P002,Widget_B,Scratch,14,Pass,76,3,4,CMP81552,Material Issue,Pass,TB05581,5336,Yes,1.24,1.36,90.91
2022-08-24,P003,Widget_C,Misalignment,4,Pass,76,11,4,CMP02852,Dimension Error,Pass,TB05322,7609,Yes,1.09,1.95,97.5
2023-02-12,P001,Widget_A,Scratch,38,Pass,88,18,8,CMP13781,Dimension Error,Pass,TB55247,8798,Yes,1.61,1.79,93.05
2022-07-28,P003,Widget_C,Dent,2,Pass,72,5,2,CMP17558,Dimension Error,Pass,TB48882,3271,Yes,1.07,1.81,85.67
2024-06-18,P001,Widget_A,Misalignment,3,Pass,91,11,7,CMP78496,Packaging,Pass,TB45576,9072,Yes,1.32,1.76,94.04
2024-11-12,P003,Widget_C,Scratch,34,Pass,93,2,7,CMP77116,Packaging,Fail,TB47041,1993,Yes,1.96,1.31,87.52
2023-04-18,P005,Widget_E,Crack,4,Pass,76,14,0,CMP74086,Dimension Error,Pass,TB44454,5801,Yes,1.35,1.14,88.61
2024-02-27,P003,Widget_C,Dent,33,Pass,97,15,2,CMP28101,Material Issue,Pass,TB99839,2920,Yes,1.29,1.42,89.56
2023-04-29,P003,Widget_C,Crack,22,Pass,92,14,5,CMP66455,Material Issue,Pass,TB43769,4042,No,1.04,1.93,91.95
2024-07-04,P001,Widget_A,None,6,Pass,92,18,3,CMP59210,Dimension Error,Pass,TB91015,1217,Yes,1.88,1.14,97.35
2025-02-10,P005,Widget_E,Scratch,26,Pass,88,17,3,CMP48772,Surface Issue,Pass,TB52775,3181,Yes,1.25,1.04,91.31
2025-02-18,P002,Widget_B,Scratch,23,Pass,94,15,4,CMP51874,Dimension Error,Pass,TB65620,9123,Yes,1.54,1.14,97.32
2024-05-07,P004,Widget_D,Misalignment,18,Pass,95,14,2,CMP81843,Material Issue,Pass,TB51631,2805,Yes,1.21,1.72,95.04
2022-08-17,P003,Widget_C,None,16,Pass,76,13,1,CMP84543,Material Issue,Pass,TB73570,2093,Yes,1.66,1.89,96.92
2023-07-19,P003,Widget_C,Misalignment,30,Pass,77,14,1,CMP32155,Dimension Error,Pass,TB08169,1241,Yes,1.53,1.27,88.05
2023-06-09,P005,Widget_E,Scratch,30,Pass,98,0,4,CMP46525,Dimension Error,Pass,TB59439,4410,Yes,1.01,1.73,86.43
2022-09-28,P003,Widget_C,Scratch,12,Pass,82,8,0,CMP18660,Packaging,Pass,TB82371,5922,Yes,1.97,1.33,97.14
2022-09-10,P002,Widget_B,Misalignment,40,Pass,85,1,8,CMP86822,Surface Issue,Pass,TB97471,5505,Yes,1.94,1.88,95.67
2024-08-03,P001,Widget_A,Crack,28,Pass,95,2,1,CMP82868,Material Issue,Pass,TB40737,7563,Yes,1.76,1.81,91.67
2024-02-12,P005,Widget_E,Dent,39,Pass,96,2,1,CMP75384,Surface Issue,Pass,TB37958,3917,Yes,1.91,1.52,88.76
2022-08-20,P003,Widget_C,None,36,Pass,75,13,3,CMP52138,Surface Issue,Pass,TB47639,8791,Yes,1.05,1.85,96.28
2022-05-16,P003,Widget_C,Crack,1,Pass,71,1,3,CMP30653,Surface Issue,Pass,TB11362,8972,Yes,1.63,1.16,93.62
2023-12-04,P002,Widget_B,Crack,21,Pass,91,2,8,CMP52488,Packaging,Pass,TB85788,5273,Yes,1.07,1.1,88.14
2023-09-02,P002,Widget_B,None,22,Pass,70,13,3,CMP88214,Dimension Error,Pass,TB44645,4159,Yes,1.98,1.32,85.54
2022-12-21,P001,Widget_A,None,6,Pass,94,10,1,CMP99957,Dimension Error,Pass,TB69812,9975,Yes,1.53,1.7,93.84
2022-08-17,P001,Widget_A,None,29,Fail,98,11,4,CMP41788,Surface Issue,Pass,TB85219,7366,Yes,1.09,1.32,94.81
2024-09-29,P002,Widget_B,Misalignment,39,Pass,94,7,7,CMP07168,Surface Issue,Pass,TB74946,3399,Yes,1.4,1.07,89.62
2023-02-08,P003,Widget_C,Crack,4,Pass,95,16,5,CMP97110,Dimension Error,Pass,TB72856,1967,Yes,1.41,1.54,89.53
2024-10-20,P003,Widget_C,Scratch,40,Pass,77,11,0,CMP63359,Material Issue,Pass,TB34884,5121,Yes,1.74,1.27,86.13
2025-01-18,P002,Widget_B,Misalignment,6,Pass,71,0,4,CMP21070,Packaging,Pass,TB67700,8845,Yes,1.64,1.79,85.56
2024-11-03,P003,Widget_C,Dent,4,Pass,84,4,1,CMP40722,Dimension Error,Pass,TB43584,7287,Yes,1.92,1.01,90.07
2023-03-09,P005,Widget_E,Crack,9,Pass,86,2,3,CMP99128,Packaging,Pass,TB31413,4645,Yes,1.38,1.02,96.75
2025-01-28,P002,Widget_B,Dent,28,Pass,87,12,6,CMP27443,Packaging,Pass,TB60880,2169,Yes,1.7,1.22,90.95
2025-02-01,P005,Widget_E,Dent,12,Pass,77,8,3,CMP05878,Material Issue,Pass,TB73047,7770,Yes,1.64,1.28,87.92
2023-10-15,P001,Widget_A,None,38,Pass,80,2,0,CMP88096,Material Issue,Pass,TB96415,7294,Yes,1.92,1.89,94.78
2023-05-02,P002,Widget_B,Dent,49,Pass,72,15,7,CMP64919,Material Issue,Pass,TB91019,1946,Yes,1.32,1.81,92.82
2025-03-16,P004,Widget_D,Crack,5,Pass,87,0,7,CMP09578,Dimension Error,Pass,TB43895,9811,Yes,1.6,1.0,85.28
2023-08-06,P001,Widget_A,Misalignment,44,Pass,88,1,3,CMP74219,Surface Issue,Fail,TB51783,3545,Yes,1.52,1.53,87.69
2025-04-18,P002,Widget_B,Misalignment,38,Pass,96,18,9,CMP01179,Material Issue,Pass,TB30504,9505,Yes,1.17,1.73,89.35
2024-02-14,P005,Widget_E,None,23,Pass,81,3,1,CMP14073,Dimension Error,Pass,TB23123,2577,Yes,1.91,1.54,86.16
2024-09-14,P001,Widget_A,Dent,25,Pass,92,18,3,CMP89703,Packaging,Pass,TB91576,9199,Yes,1.97,1.13,93.83
2023-05-27,P004,Widget_D,Dent,6,Pass,75,14,3,CMP50627,Material Issue,Pass,TB83068,6358,Yes,1.77,1.52,89.0
2023-12-19,P005,Widget_E,None,17,Pass,76,15,2,CMP19945,Surface Issue,Pass,TB06042,7996,Yes,1.22,1.9,88.43
2024-04-28,P005,Widget_E,Misalignment,37,Pass,73,19,5,CMP34838,Packaging,Pass,TB71088,1814,Yes,1.8,1.18,88.28
2023-05-15,P005,Widget_E,Crack,35,Pass,90,16,4,CMP70702,Surface Issue,Pass,TB26130,9772,Yes,1.86,1.67,93.55
2024-10-22,P004,Widget_D,Dent,26,Pass,98,4,9,CMP70334,Surface Issue,Pass,TB03640,8322,Yes,1.81,1.12,86.6
2023-09-08,P002,Widget_B,Dent,18,Pass,76,8,3,CMP36255,Dimension Error,Pass,TB78566,8806,Yes,1.9,1.04,87.19
2022-10-17,P003,Widget_C,Misalignment,37,Fail,76,19,0,CMP97174,Material Issue,Fail,TB74702,7308,Yes,1.12,1.03,93.16
2024-11-16,P002,Widget_B,Crack,5,Pass,74,15,4,CMP62126,Material Issue,Pass,TB09983,4041,Yes,1.18,1.83,87.19
2023-04-20,P004,Widget_D,Crack,4,Pass,79,14,6,CMP87228,Surface Issue,Fail,TB01194,4855,Yes,1.95,1.61,85.5
2024-09-15,P003,Widget_C,Crack,41,Fail,80,3,1,CMP08103,Surface Issue,Pass,TB85558,2889,Yes,1.99,1.01,90.56
2022-08-23,P004,Widget_D,None,10,Pass,74,0,3,CMP59369,Packaging,Pass,TB70932,1911,Yes,1.49,1.16,85.38
2025-01-14,P004,Widget_D,None,3,Pass,84,12,1,CMP25613,Surface Issue,Pass,TB00044,6219,Yes,1.14,1.36,85.9
2023-05-23,P004,Widget_D,None,6,Pass,94,2,3,CMP17730,Surface Issue,Pass,TB55737,8332,Yes,1.09,1.98,91.19
2023-09-04,P002,Widget_B,Scratch,39,Pass,83,14,7,CMP03425,Dimension Error,Pass,TB09699,2037,Yes,1.88,1.32,90.89
2022-05-08,P004,Widget_D,Crack,37,Pass,85,15,6,CMP46409,Surface Issue,Pass,TB94327,1254,Yes,1.37,1.7,86.78
2024-06-07,P001,Widget_A,Dent,31,Pass,78,3,3,CMP96583,Material Issue,Pass,TB22426,1987,Yes,1.84,1.05,88.22
2023-01-01,P002,Widget_B,Crack,46,Pass,84,2,7,CMP21456,Material Issue,Pass,TB31328,7952,Yes,1.42,1.72,88.67
2022-05-03,P002,Widget_B,Crack,39,Pass,80,6,2,CMP94458,Surface Issue,Pass,TB35089,9935,Yes,1.97,1.04,94.98
2022-05-10,P003,Widget_C,None,39,Pass,98,14,1,CMP58606,Dimension Error,Pass,TB58913,3457,Yes,1.05,1.75,91.54
2023-05-10,P002,Widget_B,Scratch,9,Pass,70,10,0,CMP73618,Material Issue,Pass,TB58594,3435,Yes,1.77,1.86,93.13
2024-12-27,P005,Widget_E,None,33,Pass,91,2,4,CMP69133,Packaging,Pass,TB38725,4816,Yes,1.05,1.03,95.53
2023-01-19,P004,Widget_D,Scratch,19,Pass,70,8,3,CMP76208,Packaging,Pass,TB02044,1125,Yes,1.55,1.22,90.56
2025-04-26,P003,Widget_C,Dent,10,Pass,98,16,3,CMP42327,Packaging,Pass,TB76313,7585,Yes,1.98,2.0,87.33
2022-06-02,P004,Widget_D,Scratch,2,Pass,71,19,7,CMP02823,Material Issue,Pass,TB71327,2541,Yes,1.97,1.88,90.97
2023-05-31,P003,Widget_C,Crack,26,Pass,95,11,7,CMP01961,Material Issue,Pass,TB56640,4989,Yes,1.59,1.33,88.33
2023-07-24,P003,Widget_C,Crack,19,Pass,71,6,1,CMP01395,Packaging,Pass,TB68724,7695,Yes,1.98,1.92,85.5
2024-11-04,P005,Widget_E,Misalignment,18,Fail,93,14,0,CMP05054,Packaging,Pass,TB78398,8101,Yes,1.01,1.03,90.98
2023-12-19,P001,Widget_A,Dent,39,Pass,93,16,1,CMP47427,Material Issue,Pass,TB03911,1035,No,1.52,1.59,91.21
2022-09-17,P002,Widget_B,Misalignment,38,Pass,74,4,6,CMP27831,Material Issue,Pass,TB08640,1818,Yes,1.39,1.76,91.24
2024-09-09,P002,Widget_B,None,1,Pass,99,4,8,CMP70363,Packaging,Pass,TB84516,4330,Yes,1.8,1.71,90.03
2023-10-07,P001,Widget_A,Misalignment,48,Pass,89,8,3,CMP40133,Surface Issue,Fail,TB87393,3919,Yes,1.68,1.2,95.63
2024-12-08,P005,Widget_E,None,6,Pass,73,3,7,CMP13104,Packaging,Pass,TB55005,9132,Yes,1.2,1.93,92.29
2024-11-16,P001,Widget_A,None,42,Pass,81,12,8,CMP09963,Dimension Error,Pass,TB26172,5027,Yes,1.27,1.88,97.35
2023-03-28,P003,Widget_C,Crack,16,Pass,81,7,3,CMP90602,Packaging,Pass,TB85863,4118,Yes,1.77,1.91,94.03
2022-10-02,P005,Widget_E,Crack,44,Pass,82,14,0,CMP11848,Material Issue,Pass,TB10764,3844,Yes,1.98,1.31,91.79
2023-05-21,P003,Widget_C,Crack,25,Pass,80,4,9,CMP11196,Packaging,Pass,TB53617,5534,Yes,1.8,1.39,90.04
2023-02-09,P003,Widget_C,Misalignment,29,Pass,90,15,1,CMP86438,Surface Issue,Pass,TB80611,1847,Yes,1.24,1.29,94.35
2023-08-08,P001,Widget_A,Crack,1,Pass,74,19,8,CMP04198,Dimension Error,Pass,TB91337,9688,Yes,1.43,1.78,89.5
2022-08-21,P004,Widget_D,Dent,1,Pass,76,16,5,CMP38027,Surface Issue,Pass,TB55918,3541,Yes,1.87,1.02,89.28
2022-05-26,P002,Widget_B,Dent,16,Pass,92,16,9,CMP20740,Packaging,Pass,TB23980,5659,Yes,1.6,1.21,90.48
