Date,Material_ID,Material_Name,Raw_Material_Stock,Finished_Goods_Stock,Inventory_Turnover_Ratio,Lead_Time_Days,Supplier_Name,Supplier_Rating,Purchase_Quantity,Consumption_Quantity,Order_ID,Promised_Delivery_Date,Actual_Delivery_Date,Reorder_Level,Delivery_Type
2024-04-14,MAT003,Aluminum,3689,4531,8.57,14,"Hardy, Sweeney and Carter",4,4538,3879,ORD93893,2024-04-19,2024-04-19,1112,Outbound
2025-01-26,MAT004,Copper,1345,4609,7.54,11,"Schroeder, Salazar and White",2,3773,3012,ORD81183,2025-02-03,2025-02-05,1927,Inbound
2024-11-10,MAT003,Aluminum,2379,3582,8.97,11,"Dyer, Miller and Stewart",5,3027,2835,ORD61731,2024-11-24,2024-11-26,1438,Inbound
2022-10-09,MAT006,Glass,4043,2860,5.81,11,"Wilson, Carter and Stanley",4,1728,1548,ORD06794,2022-10-20,2022-10-19,751,Outbound
2022-11-27,MAT006,Glass,6265,3358,11.21,8,"Tran, Klein and Brooks",4,3995,3646,ORD76217,2022-12-08,2022-12-06,1163,Outbound
2024-04-28,MAT0010,Fabric,7760,881,11.34,8,"Swanson, Smith and Simpson",5,1212,1025,ORD93725,2024-05-08,2024-05-06,1856,Inbound
2023-12-31,MAT009,Resin,4748,2975,11.08,9,Watts Inc,2,2536,2024,ORD78196,2024-01-05,2024-01-07,1579,Inbound
2024-07-14,MAT001,Steel,4676,1145,10.3,17,Jenkins-Lawson,3,1629,1543,ORD53920,2024-07-19,2024-07-20,1411,Outbound
2023-12-03,MAT007,Wood,4937,3005,8.77,11,Sloan-Allen,4,4592,3492,ORD17318,2023-12-09,2023-12-07,1079,Outbound
2024-06-30,MAT009,Resin,7457,3121,9.43,13,Johnson LLC,3,3946,3668,ORD97962,2024-07-11,2024-07-10,1705,Inbound
2024-09-29,MAT009,Resin,8047,1307,7.37,18,"Hampton, Neal and Brown",5,2360,2226,ORD22704,2024-10-05,2024-10-07,925,Inbound
2024-11-03,MAT006,Glass,4160,4198,7.99,8,Obrien-Carson,4,3898,3555,ORD60089,2024-11-16,2024-11-18,986,Inbound
2023-04-09,MAT0010,Fabric,8626,1156,7.79,15,Watkins and Sons,1,3444,2591,ORD72246,2023-04-20,2023-04-21,1117,Inbound
2023-02-26,MAT004,Copper,2558,2476,8.66,10,Valenzuela-Conway,2,3801,3587,ORD80583,2023-03-09,2023-03-10,1817,Inbound
2023-02-05,MAT009,Resin,4446,1797,8.24,19,Cardenas-Mason,5,2684,1995,ORD47524,2023-02-19,2023-02-17,1636,Outbound
2022-07-03,MAT007,Wood,1865,3993,6.81,18,Cook LLC,3,4871,3847,ORD20088,2022-07-10,2022-07-12,1552,Inbound
2023-08-13,MAT004,Copper,9486,3199,6.54,18,Brock-Adams,4,1723,1455,ORD15100,2023-08-26,2023-08-25,1065,Inbound
2024-02-11,MAT001,Steel,2529,4671,4.0,5,Mitchell Ltd,1,3536,3213,ORD46208,2024-02-21,2024-02-19,1398,Inbound
2023-09-03,MAT003,Aluminum,2286,2743,10.4,14,"Black, Gibson and Palmer",2,4786,3622,ORD12898,2023-09-10,2023-09-09,660,Inbound
2023-01-15,MAT004,Copper,1662,3111,10.33,18,"Nelson, Cook and Shaw",5,1653,1363,ORD80429,2023-01-21,2023-01-21,819,Outbound
2023-08-13,MAT003,Aluminum,7732,876,10.84,6,"Moore, Adams and Brown",1,2005,1508,ORD07134,2023-08-21,2023-08-19,1816,Inbound
2024-02-11,MAT0010,Fabric,1845,3314,9.85,14,Griffith LLC,2,3630,2904,ORD35464,2024-02-21,2024-02-22,1789,Outbound
2022-09-25,MAT002,Plastic,3582,2363,6.76,15,Jackson Inc,4,1322,1024,ORD95250,2022-10-08,2022-10-10,554,Outbound
2024-05-05,MAT006,Glass,6135,1126,4.3,13,Woods-Moore,5,4315,3386,ORD48162,2024-05-17,2024-05-15,1827,Inbound
2025-01-05,MAT008,Carbon Fiber,1545,1660,6.82,8,Rivera-Adams,5,2915,2578,ORD66336,2025-01-17,2025-01-19,541,Inbound
2025-03-09,MAT0010,Fabric,2724,3942,6.89,7,"Morgan, Smith and Schneider",2,2166,1702,ORD32089,2025-03-19,2025-03-17,1416,Inbound
2022-05-29,MAT0010,Fabric,6414,4533,6.2,8,Johnson Ltd,3,3146,2492,ORD80463,2022-06-05,2022-06-04,1566,Outbound
2022-05-22,MAT001,Steel,4089,4916,5.99,8,"Foster, Wilson and Duke",5,4863,4298,ORD56425,2022-05-29,2022-05-29,982,Inbound
2024-10-27,MAT007,Wood,3819,2870,11.64,17,Mccarty Inc,1,4501,3276,ORD99528,2024-11-08,2024-11-10,1846,Inbound
2022-06-26,MAT003,Aluminum,4844,1621,7.05,17,Gray LLC,5,4916,4559,ORD58186,2022-07-06,2022-07-05,1811,Inbound
2022-11-27,MAT0010,Fabric,4499,4003,6.37,8,"Hernandez, Garcia and Daniel",3,2147,1928,ORD69244,2022-12-09,2022-12-09,1719,Inbound
2024-01-14,MAT0010,Fabric,1426,525,5.8,17,Morse-Ross,3,2322,1816,ORD26488,2024-01-27,2024-01-25,1064,Outbound
2022-05-08,MAT003,Aluminum,6206,2669,10.04,17,Williams and Sons,4,1116,875,ORD60144,2022-05-21,2022-05-21,1690,Outbound
2023-10-08,MAT009,Resin,9668,952,6.7,19,"Mcfarland, Wood and Booker",5,4033,3542,ORD10249,2023-10-16,2023-10-14,1348,Inbound
2024-02-18,MAT008,Carbon Fiber,1230,4579,9.92,7,"Mora, Simpson and Thomas",5,4411,3518,ORD08545,2024-02-24,2024-02-25,1407,Outbound
2022-08-28,MAT009,Resin,4285,2175,9.96,13,Smith Group,5,2795,2316,ORD38980,2022-09-08,2022-09-09,675,Inbound
2024-01-28,MAT001,Steel,6280,1228,8.51,8,"Taylor, Matthews and Mills",2,2923,2402,ORD32302,2024-02-02,2024-02-01,1993,Inbound
2023-07-30,MAT0010,Fabric,6844,924,6.17,13,Alexander-Goodwin,1,1869,1632,ORD04030,2023-08-08,2023-08-07,587,Inbound
2024-06-16,MAT0010,Fabric,3700,4854,8.15,14,Sosa-Briggs,3,1660,1510,ORD77593,2024-06-27,2024-06-25,1858,Inbound
2024-08-25,MAT007,Wood,3079,1889,4.7,7,Chan Inc,1,1474,1367,ORD60791,2024-08-30,2024-08-29,1829,Outbound
2022-05-22,MAT0010,Fabric,7828,1750,7.37,13,Day LLC,3,1315,1238,ORD39330,2022-05-30,2022-05-31,1565,Inbound
2022-08-21,MAT003,Aluminum,2226,3352,6.43,8,Nichols Group,1,1327,1228,ORD07471,2022-08-26,2022-08-25,1486,Inbound
2023-03-05,MAT001,Steel,2421,1489,10.84,7,"Guzman, Moran and Walker",1,1040,928,ORD08894,2023-03-16,2023-03-18,1196,Outbound
2025-03-30,MAT004,Copper,4955,995,5.6,17,"Brown, Mcgrath and Bridges",2,2364,2151,ORD98543,2025-04-12,2025-04-13,666,Outbound
2023-07-09,MAT004,Copper,8906,4506,11.1,9,Adams Group,2,1807,1291,ORD55729,2023-07-21,2023-07-19,1385,Inbound
2022-10-16,MAT009,Resin,6987,805,10.67,13,Kelly PLC,1,1230,1028,ORD88161,2022-10-28,2022-10-28,886,Outbound
2023-03-05,MAT006,Glass,8467,3652,7.17,18,"Snyder, Morse and Lyons",1,1970,1402,ORD12011,2023-03-16,2023-03-15,1575,Inbound
2025-04-27,MAT004,Copper,4335,2911,6.08,12,Boyer-Barajas,4,3452,3193,ORD41437,2025-05-07,2025-05-07,1077,Inbound
2024-04-21,MAT004,Copper,7826,4293,11.92,12,Spencer-Jarvis,4,3183,2687,ORD06973,2024-05-01,2024-05-02,650,Inbound
2023-05-07,MAT001,Steel,7185,2983,11.29,19,Pham-Lee,1,2357,2055,ORD95815,2023-05-12,2023-05-11,508,Outbound
2024-02-04,MAT001,Steel,7895,3658,4.61,17,Gray-Freeman,3,3646,3401,ORD62810,2024-02-12,2024-02-11,1649,Inbound
2024-10-27,MAT008,Carbon Fiber,4089,2971,5.49,17,Rasmussen LLC,3,3365,2773,ORD16950,2024-11-04,2024-11-06,1770,Outbound
2023-09-03,MAT005,Rubber,3618,1593,10.51,18,"Davis, White and Alvarez",2,2755,2035,ORD78358,2023-09-16,2023-09-18,844,Inbound
2024-12-22,MAT005,Rubber,2674,690,9.21,9,Marshall-Howell,1,3204,2422,ORD88497,2024-12-31,2024-12-31,791,Inbound
2023-04-23,MAT002,Plastic,2832,2065,11.39,16,"Torres, Sandoval and Martin",5,4881,4589,ORD57545,2023-05-02,2023-04-30,1737,Inbound
2023-08-20,MAT009,Resin,2337,4548,9.46,12,"Larson, Gray and Terrell",1,2719,2236,ORD68422,2023-08-31,2023-08-29,1875,Outbound
2022-12-18,MAT008,Carbon Fiber,5070,4109,4.82,18,Lee-Carter,2,4203,3440,ORD66331,2022-12-27,2022-12-25,1569,Inbound
2025-04-20,MAT003,Aluminum,9560,4907,7.94,19,Kane Group,3,1004,769,ORD68160,2025-05-01,2025-05-02,1407,Outbound
2024-11-24,MAT009,Resin,5860,2840,4.46,16,Gutierrez PLC,1,1167,960,ORD75525,2024-12-06,2024-12-07,648,Outbound
2024-09-22,MAT007,Wood,7129,771,6.09,7,Anderson-Burns,4,1350,952,ORD12412,2024-09-28,2024-09-29,1270,Outbound
2023-05-21,MAT001,Steel,5665,4682,10.9,10,Copeland-Rivera,4,2104,1712,ORD71339,2023-06-04,2023-06-04,698,Inbound
2025-03-16,MAT006,Glass,6945,3612,6.28,11,"Dudley, Skinner and Montoya",5,4435,3457,ORD68041,2025-03-27,2025-03-26,633,Inbound
2022-05-29,MAT004,Copper,1083,4023,10.99,8,Brown Inc,4,1611,1406,ORD73044,2022-06-03,2022-06-01,1744,Outbound
2024-05-19,MAT003,Aluminum,7256,3334,7.67,8,Mitchell-Harris,4,1037,952,ORD75926,2024-05-27,2024-05-28,1865,Outbound
2025-02-09,MAT0010,Fabric,1125,702,8.64,19,Duffy-Anderson,3,1124,958,ORD86722,2025-02-17,2025-02-17,1509,Inbound
2023-06-11,MAT003,Aluminum,1880,1906,11.94,11,"Montgomery, Smith and Mitchell",3,1974,1841,ORD82439,2023-06-24,2023-06-24,1053,Inbound
2024-11-17,MAT005,Rubber,5820,3359,9.61,12,"Alvarado, Cole and Murphy",4,1583,1454,ORD07447,2024-11-22,2024-11-23,940,Inbound
2023-09-03,MAT005,Rubber,7824,2622,7.76,8,Burgess PLC,3,3236,2440,ORD92667,2023-09-15,2023-09-13,1973,Inbound
2024-12-08,MAT005,Rubber,7330,3624,9.39,18,"Blankenship, Wilson and Paul",4,2087,1511,ORD62799,2024-12-20,2024-12-22,1255,Inbound
2024-11-24,MAT002,Plastic,9219,1075,5.34,18,Shields-Walters,5,3664,2839,ORD61850,2024-12-08,2024-12-08,902,Inbound
2024-11-03,MAT001,Steel,5018,3608,9.44,12,Smith-Ellis,1,4084,3431,ORD62037,2024-11-10,2024-11-09,764,Outbound
2022-05-29,MAT006,Glass,4588,4395,10.86,13,Martinez-Brown,4,4668,4335,ORD35649,2022-06-06,2022-06-06,1451,Outbound
2022-08-14,MAT004,Copper,1630,2911,5.91,17,"Adams, Stuart and Morrison",1,1822,1581,ORD85920,2022-08-22,2022-08-24,1478,Inbound
2022-05-01,MAT004,Copper,1275,1455,11.67,12,"Nelson, Bennett and Clark",5,4458,3413,ORD47104,2022-05-06,2022-05-04,1204,Outbound
2023-07-02,MAT003,Aluminum,5237,4588,8.43,9,Thomas PLC,3,2095,1589,ORD86958,2023-07-12,2023-07-10,1863,Outbound
2023-11-12,MAT009,Resin,1023,1064,5.29,15,Moyer-Rogers,3,2737,2481,ORD64104,2023-11-20,2023-11-18,1308,Outbound
2023-09-03,MAT004,Copper,6335,1787,11.47,8,Bauer LLC,2,3542,3246,ORD94951,2023-09-14,2023-09-16,1421,Outbound
2024-02-18,MAT003,Aluminum,7105,2524,7.62,5,Chambers Ltd,4,3767,2912,ORD98153,2024-02-26,2024-02-28,1354,Outbound
2024-07-14,MAT009,Resin,5749,1934,11.3,15,"Palmer, Rodriguez and Walters",2,4176,3245,ORD72866,2024-07-19,2024-07-20,771,Inbound
2024-05-05,MAT004,Copper,9801,519,4.26,11,Hicks LLC,3,2537,1956,ORD15756,2024-05-13,2024-05-13,1065,Inbound
2023-06-11,MAT001,Steel,1521,1367,10.8,10,Hanson-Cook,5,1998,1674,ORD49149,2023-06-19,2023-06-18,835,Inbound
2024-03-31,MAT006,Glass,5036,1350,5.14,19,Johnson LLC,5,4293,3506,ORD88490,2024-04-11,2024-04-11,1532,Inbound
2023-07-02,MAT004,Copper,2591,4855,8.17,15,Jones Ltd,2,3970,3220,ORD88125,2023-07-07,2023-07-06,1296,Outbound
2024-06-23,MAT009,Resin,2412,3967,5.12,16,Wilson and Sons,3,2809,2622,ORD89955,2024-07-07,2024-07-06,1222,Outbound
2024-01-21,MAT001,Steel,5735,4280,6.3,11,"Holmes, Kelly and Briggs",1,1897,1391,ORD79608,2024-02-02,2024-02-01,1060,Inbound
2025-01-19,MAT003,Aluminum,9905,4610,7.25,10,"Rodriguez, Gonzalez and Lopez",2,4841,4502,ORD69193,2025-01-27,2025-01-28,657,Outbound
2022-12-11,MAT001,Steel,4852,959,6.06,5,English Group,1,1065,931,ORD14224,2022-12-16,2022-12-15,938,Outbound
2023-06-11,MAT006,Glass,4574,728,6.18,19,"Wilkins, Hayes and Graham",3,2346,2026,ORD35818,2023-06-20,2023-06-18,1232,Inbound
2022-07-17,MAT002,Plastic,3183,2968,8.38,9,Hammond-Dyer,2,3485,2963,ORD89773,2022-07-23,2022-07-25,1427,Inbound
2023-07-23,MAT002,Plastic,4965,1881,11.93,19,Randall-Lyons,4,2345,2108,ORD81102,2023-08-02,2023-08-02,1333,Inbound
2024-11-17,MAT003,Aluminum,4148,2298,11.54,11,"Rivera, Davis and French",5,2787,2316,ORD73611,2024-11-27,2024-11-27,1077,Inbound
2024-10-27,MAT004,Copper,2294,972,4.85,12,Contreras Group,1,2851,2346,ORD63422,2024-11-02,2024-11-02,1317,Outbound
2023-10-22,MAT001,Steel,4072,1412,11.58,16,Mason Inc,3,2603,2038,ORD62642,2023-10-29,2023-10-27,1382,Inbound
2023-11-05,MAT002,Plastic,6121,2901,9.14,12,Phillips-Matthews,1,4360,3698,ORD82144,2023-11-12,2023-11-14,1979,Inbound
2023-01-22,MAT006,Glass,1654,2304,9.1,7,Johnson Inc,2,2101,1926,ORD30666,2023-01-31,2023-02-02,1631,Inbound
2025-03-09,MAT007,Wood,2772,1398,11.7,9,Hawkins-Stewart,1,1515,1221,ORD91889,2025-03-22,2025-03-22,1170,Outbound
2023-12-24,MAT004,Copper,2403,1139,11.93,15,"Cole, Burke and Davis",2,1132,956,ORD79517,2024-01-01,2024-01-01,1206,Outbound
2023-05-14,MAT003,Aluminum,6707,1899,5.29,10,Thomas Ltd,5,2646,2210,ORD16318,2023-05-22,2023-05-24,651,Inbound
2022-06-26,MAT005,Rubber,5406,1796,6.33,17,Hill-Aguilar,1,4472,3357,ORD94047,2022-07-06,2022-07-06,1325,Outbound
2024-03-17,MAT001,Steel,7349,4038,11.97,19,"Martin, Johnson and Clark",3,1250,957,ORD43580,2024-03-30,2024-04-01,1604,Inbound
2024-06-09,MAT0010,Fabric,6975,707,4.73,10,Mitchell-Heath,2,4246,3344,ORD67199,2024-06-23,2024-06-21,1337,Outbound
2023-10-01,MAT007,Wood,2050,516,4.69,5,Sullivan and Sons,5,2128,1500,ORD14146,2023-10-12,2023-10-13,1884,Outbound
2025-01-26,MAT006,Glass,6446,2766,9.66,8,Duran Inc,4,3394,3035,ORD01391,2025-02-01,2025-02-03,1451,Inbound
2022-05-01,MAT006,Glass,7398,4505,5.07,15,Meadows-Stewart,1,3346,2730,ORD77089,2022-05-10,2022-05-08,1081,Inbound
2024-06-30,MAT008,Carbon Fiber,3729,1483,4.79,7,Mason-Mason,4,1776,1544,ORD26984,2024-07-12,2024-07-10,1092,Inbound
2022-11-13,MAT002,Plastic,6208,2347,10.59,7,Brooks Inc,5,1738,1459,ORD39900,2022-11-26,2022-11-26,597,Outbound
2023-07-09,MAT001,Steel,4641,931,8.63,12,"Mccann, Perkins and James",4,2603,2356,ORD25489,2023-07-21,2023-07-20,1557,Outbound
2024-10-06,MAT008,Carbon Fiber,3906,1930,8.14,12,"Weber, Arias and Patel",1,2714,1954,ORD20784,2024-10-13,2024-10-15,970,Outbound
2024-09-01,MAT003,Aluminum,3436,4089,11.05,14,Jenkins-Davis,3,3817,3005,ORD49104,2024-09-10,2024-09-08,1231,Inbound
2024-05-05,MAT008,Carbon Fiber,3979,4401,9.12,19,Liu PLC,3,2305,1882,ORD06238,2024-05-12,2024-05-14,1629,Outbound
2023-05-14,MAT0010,Fabric,3993,1599,7.44,7,Murray-Brady,3,4650,3849,ORD95882,2023-05-24,2023-05-25,1461,Outbound
2024-04-07,MAT001,Steel,5094,1948,4.83,17,"Deleon, Hobbs and Osborne",2,1297,936,ORD86063,2024-04-17,2024-04-19,1097,Outbound
2023-06-11,MAT009,Resin,2268,4166,11.5,16,Ford-Sullivan,5,4060,2871,ORD03044,2023-06-19,2023-06-17,1465,Outbound
2023-09-03,MAT002,Plastic,8675,2138,9.51,9,"Long, Hutchinson and Bates",2,2641,1886,ORD31807,2023-09-10,2023-09-11,1881,Inbound
2024-03-17,MAT006,Glass,9179,3046,4.12,13,Smith LLC,4,4717,3551,ORD09922,2024-03-24,2024-03-24,935,Inbound
2023-10-29,MAT009,Resin,8147,3661,11.38,14,Stone Ltd,1,4799,4477,ORD36399,2023-11-04,2023-11-05,954,Outbound
2024-06-16,MAT002,Plastic,9043,4554,10.67,18,Garcia PLC,4,1334,1121,ORD53305,2024-06-25,2024-06-26,1493,Inbound
2024-03-17,MAT008,Carbon Fiber,9592,1516,11.72,12,"Gilbert, Evans and Lane",2,1405,1082,ORD24413,2024-03-28,2024-03-27,1414,Inbound
2023-12-24,MAT0010,Fabric,2439,2852,4.06,10,Foster-Lee,3,3102,2219,ORD16420,2024-01-04,2024-01-02,1429,Outbound
2023-08-20,MAT003,Aluminum,5031,2544,9.56,12,"Holmes, Martin and Allen",2,2273,1673,ORD44732,2023-09-01,2023-09-02,1975,Outbound
2023-05-07,MAT005,Rubber,5733,974,5.96,8,Hill LLC,4,4751,4114,ORD47136,2023-05-19,2023-05-20,1901,Outbound
2024-08-25,MAT003,Aluminum,9078,734,9.72,12,"Hinton, James and Webb",1,1311,986,ORD92330,2024-09-02,2024-09-03,1335,Outbound
2024-09-15,MAT004,Copper,4932,1587,8.44,18,Trujillo PLC,5,4979,4030,ORD35063,2024-09-28,2024-09-30,523,Outbound
2023-10-29,MAT006,Glass,9180,603,11.12,6,Vazquez LLC,2,2742,1923,ORD41024,2023-11-05,2023-11-06,850,Inbound
2024-05-19,MAT004,Copper,8715,1008,9.15,16,"Robles, Solis and Oconnor",2,3522,3102,ORD87497,2024-05-24,2024-05-22,885,Inbound
2023-03-05,MAT009,Resin,6357,2886,7.84,18,"Flores, Shaw and Robertson",1,2140,1997,ORD83158,2023-03-19,2023-03-19,1881,Inbound
2024-04-28,MAT0010,Fabric,7105,2262,6.14,7,Miller-Peterson,2,1018,746,ORD57046,2024-05-11,2024-05-13,1070,Inbound
2024-05-26,MAT006,Glass,9906,1048,6.44,18,"Turner, Fitzgerald and Jordan",1,2061,1538,ORD58921,2024-06-01,2024-05-30,971,Inbound
2023-09-10,MAT004,Copper,3682,4576,4.05,19,Phillips-Hernandez,2,4635,4363,ORD53648,2023-09-24,2023-09-22,1164,Inbound
2024-09-01,MAT002,Plastic,8340,2728,4.55,10,Freeman Inc,2,1792,1383,ORD55085,2024-09-08,2024-09-10,1215,Outbound
2023-05-28,MAT008,Carbon Fiber,5870,1129,11.91,7,Carter-Smith,3,4358,3193,ORD52181,2023-06-09,2023-06-11,1388,Outbound
2023-01-22,MAT002,Plastic,2693,4528,5.47,8,Perry and Sons,1,4428,3324,ORD15545,2023-01-29,2023-01-31,1920,Outbound
2023-03-05,MAT001,Steel,4117,2160,10.08,13,Fernandez-Johnson,2,3346,2625,ORD66501,2023-03-10,2023-03-10,971,Inbound
2024-08-25,MAT009,Resin,1018,2615,8.14,17,George-Snyder,4,1237,883,ORD83579,2024-09-02,2024-09-01,595,Outbound
2024-07-07,MAT001,Steel,5292,3509,7.95,6,Torres and Sons,5,3953,3667,ORD93845,2024-07-15,2024-07-13,1229,Outbound
2024-12-22,MAT002,Plastic,5854,1636,11.16,16,"Hawkins, Hoover and Wang",1,4073,3292,ORD16221,2024-12-31,2024-12-31,566,Inbound
2023-02-12,MAT004,Copper,2192,1727,11.28,16,"Joseph, Burke and Stone",4,2481,2028,ORD57358,2023-02-20,2023-02-19,1729,Outbound
2024-04-07,MAT009,Resin,4078,2972,6.43,13,Carter-Ortiz,1,4678,3276,ORD46087,2024-04-17,2024-04-15,542,Inbound
2023-09-24,MAT003,Aluminum,9427,3335,11.93,5,"Brooks, Hogan and Burke",2,1478,1202,ORD31705,2023-09-29,2023-09-27,890,Outbound
2024-02-25,MAT004,Copper,9097,1477,7.09,10,"Massey, Glover and Ruiz",3,3414,2767,ORD66475,2024-03-08,2024-03-07,1067,Inbound
2023-04-09,MAT0010,Fabric,1671,2914,5.63,18,Lopez-Martin,5,3863,2972,ORD94908,2023-04-22,2023-04-20,678,Inbound
2025-02-02,MAT008,Carbon Fiber,9140,2430,9.39,9,Nunez PLC,1,4346,3617,ORD29622,2025-02-08,2025-02-07,1586,Outbound
2025-04-20,MAT003,Aluminum,8060,1996,11.83,19,Robinson PLC,4,4235,3257,ORD26664,2025-04-25,2025-04-26,1713,Inbound
2024-08-25,MAT004,Copper,9503,2350,5.58,5,Evans PLC,5,4918,4567,ORD44661,2024-09-05,2024-09-03,596,Outbound
2023-05-14,MAT009,Resin,7641,2504,4.98,15,Page-Smith,3,1754,1550,ORD24588,2023-05-21,2023-05-20,1952,Inbound
2024-12-01,MAT007,Wood,8230,3079,6.16,12,Williams-Murphy,4,1805,1484,ORD51649,2024-12-11,2024-12-11,1779,Outbound
2022-05-01,MAT002,Plastic,6554,3630,7.99,17,"Kelley, King and Moore",3,3275,2487,ORD86163,2022-05-13,2022-05-15,1652,Inbound
2025-01-12,MAT0010,Fabric,4396,1798,7.26,11,Henry Inc,4,4183,3531,ORD36739,2025-01-24,2025-01-23,1081,Outbound
2022-10-09,MAT004,Copper,9488,3559,10.3,5,White PLC,4,2122,1795,ORD39790,2022-10-14,2022-10-16,801,Inbound
2023-10-22,MAT008,Carbon Fiber,6989,1370,7.14,15,Torres-Alexander,3,4459,3412,ORD12725,2023-11-05,2023-11-05,1608,Inbound
2024-05-26,MAT009,Resin,5162,3271,5.47,10,"Stone, Boyd and Brown",5,3367,2819,ORD77608,2024-06-04,2024-06-02,1121,Inbound
2023-06-25,MAT005,Rubber,8621,665,10.56,8,Woods-Nichols,3,1765,1267,ORD71248,2023-07-03,2023-07-04,1688,Inbound
2023-02-05,MAT0010,Fabric,7542,1850,6.53,6,Scott PLC,4,4126,2988,ORD04568,2023-02-11,2023-02-11,1054,Outbound
2023-01-08,MAT003,Aluminum,4147,1242,4.74,19,Hernandez PLC,1,2510,2148,ORD25004,2023-01-20,2023-01-22,551,Inbound
2022-07-17,MAT008,Carbon Fiber,6993,3201,5.46,18,"Jarvis, Lopez and Cardenas",1,4487,3510,ORD36359,2022-07-26,2022-07-27,1320,Inbound
2023-01-08,MAT009,Resin,5342,621,10.4,6,Fields Group,4,4803,4019,ORD55952,2023-01-22,2023-01-23,1661,Inbound
2024-08-25,MAT003,Aluminum,6264,4230,5.67,6,Alexander-Baxter,3,3350,2504,ORD17350,2024-08-31,2024-09-01,908,Outbound
2024-06-23,MAT007,Wood,2986,3016,6.04,18,Hayes-Ferguson,4,4044,3317,ORD91748,2024-06-28,2024-06-26,813,Inbound
2024-02-04,MAT007,Wood,8233,2868,8.62,10,"Cole, Stewart and Rodriguez",2,4264,3074,ORD70269,2024-02-17,2024-02-18,1942,Inbound
2025-04-20,MAT001,Steel,1039,2432,9.77,6,Flores-Rosales,1,2879,2087,ORD81545,2025-04-30,2025-04-30,1186,Inbound
2023-11-05,MAT008,Carbon Fiber,7510,3296,4.05,19,Anderson-Reeves,2,4877,4376,ORD35975,2023-11-13,2023-11-11,1164,Outbound
2022-09-11,MAT003,Aluminum,6773,628,7.38,15,Gonzalez Inc,5,2489,2179,ORD41644,2022-09-20,2022-09-20,680,Inbound
2022-10-16,MAT006,Glass,6786,3142,5.95,14,Collins and Sons,5,3272,2489,ORD52341,2022-10-27,2022-10-28,935,Outbound
2023-02-05,MAT001,Steel,2506,1722,5.77,7,"Yang, Montgomery and Carter",4,4112,3129,ORD24484,2023-02-15,2023-02-17,1489,Outbound
2024-01-28,MAT006,Glass,4680,2917,11.67,17,Russell-Schmidt,5,2483,1947,ORD27905,2024-02-06,2024-02-08,1140,Outbound
2024-03-10,MAT008,Carbon Fiber,5266,4582,9.6,16,Foster and Sons,4,4125,2902,ORD48670,2024-03-17,2024-03-17,1501,Inbound
2024-12-29,MAT009,Resin,4194,1643,7.51,10,Hardin Ltd,3,3206,2522,ORD80509,2025-01-04,2025-01-06,666,Inbound
2025-03-02,MAT007,Wood,6609,2672,11.32,13,Washington LLC,1,3252,2406,ORD96085,2025-03-11,2025-03-10,1681,Inbound
2025-02-23,MAT001,Steel,6042,3901,11.4,19,Marshall and Sons,1,2519,2068,ORD31572,2025-03-04,2025-03-03,1126,Inbound
2025-03-30,MAT001,Steel,7810,1108,6.71,18,Butler PLC,4,2096,1844,ORD54546,2025-04-06,2025-04-06,1652,Inbound
2024-03-17,MAT008,Carbon Fiber,2025,1188,6.63,11,Carson-Kim,2,3024,2286,ORD37820,2024-03-22,2024-03-22,743,Outbound
2023-11-12,MAT008,Carbon Fiber,2273,2752,9.25,6,"Miller, Baker and Walters",4,2809,2570,ORD91602,2023-11-19,2023-11-19,886,Outbound
2023-10-01,MAT0010,Fabric,3548,1611,8.31,17,"Richardson, Burgess and Griffin",4,3452,2845,ORD91629,2023-10-10,2023-10-10,1468,Outbound
2024-12-08,MAT008,Carbon Fiber,9149,1926,11.97,14,Marshall Group,5,1989,1626,ORD21770,2024-12-15,2024-12-16,1248,Inbound
2025-04-20,MAT003,Aluminum,3290,2610,6.64,5,Landry-Trujillo,2,2244,1789,ORD89571,2025-05-02,2025-05-02,1417,Outbound
2025-01-05,MAT002,Plastic,3972,4602,9.75,15,"Hammond, Paul and Banks",5,2860,2217,ORD12718,2025-01-12,2025-01-13,894,Outbound
2023-04-30,MAT001,Steel,4555,2848,10.57,18,Foster Group,1,4410,3578,ORD95994,2023-05-10,2023-05-08,584,Outbound
2023-07-16,MAT0010,Fabric,8371,4802,11.7,5,Welch Inc,4,2126,1937,ORD26148,2023-07-26,2023-07-25,1299,Inbound
2024-05-05,MAT008,Carbon Fiber,5610,1087,6.34,11,Adams LLC,2,4556,4307,ORD65222,2024-05-10,2024-05-09,1791,Outbound
2023-06-11,MAT006,Glass,6996,1806,6.66,19,Farmer Inc,5,1346,1103,ORD10192,2023-06-16,2023-06-16,1827,Outbound
2025-04-06,MAT006,Glass,5623,813,6.09,16,Durham-Hernandez,1,4599,4144,ORD07771,2025-04-13,2025-04-12,918,Inbound
2024-05-05,MAT005,Rubber,6177,4661,7.98,10,"Ryan, Johnston and Vaughn",2,4985,4179,ORD26950,2024-05-10,2024-05-12,760,Outbound
2024-10-27,MAT007,Wood,1630,1613,8.94,8,Bird Group,3,4436,3927,ORD60571,2024-11-02,2024-11-01,967,Outbound
2023-12-10,MAT005,Rubber,4340,3949,10.01,13,"Thompson, Campbell and Dunlap",5,4662,3446,ORD42435,2023-12-21,2023-12-23,1894,Inbound
