Date,Product_ID,Product_Name,COGM,Product_Profit,Product_Loss,ROI (%),Equipment_ID,Department_Name,Department_Cost,Budget,Actual_Spend,Working_Capital,Cash_Flow_Amount,Risk_Level
2022-07-01,P002,Widget_B,340058,64018,833,6.77,EQ0067,Assembly,262083,294210.6,244975.97,527490,143189,Low
2023-09-01,P004,Widget_D,232574,26769,638,11.13,EQ4095,Logistics,282950,298117.87,277973.77,512288,196181,Low
2024-05-01,P005,Widget_E,246753,24575,3545,10.7,EQ3262,Assembly,205976,246781.47,190056.73,672028,126906,High
2025-02-01,P002,Widget_B,190741,77710,837,19.74,EQ4526,Logistics,216318,231439.75,220233.98,887771,145040,Low
2025-04-01,P003,Widget_C,190712,65900,4760,5.69,EQ0690,Assembly,278288,325113.15,289568.81,806560,85132,Medium
2024-06-01,P003,Widget_C,422125,94833,433,14.39,EQ5504,Logistics,292124,340820.77,266895.95,704948,66833,Low
2023-11-01,P001,Widget_A,148308,96699,956,7.91,EQ2604,Assembly,285530,291296.53,302288.87,513732,182359,Medium
2023-12-01,P001,Widget_A,397625,98578,4660,9.81,EQ0227,Manufacturing,292349,310085.73,291397.19,689986,188779,Low
2022-07-01,P002,Widget_B,299780,39266,4464,17.47,EQ5881,Manufacturing,272292,301423.13,291086.47,618043,96135,Low
2023-03-01,P004,Widget_D,214787,61471,2622,6.28,EQ1363,Quality,315146,372369.3,337594.88,735308,196099,Medium
2023-02-01,P003,Widget_C,303575,57014,4640,19.21,EQ3018,Assembly,272595,281172.47,290703.79,518912,199817,Low
2023-09-01,P001,Widget_A,244764,31047,2952,10.34,EQ9437,Assembly,313966,348761.75,314783.73,440005,90082,High
2023-10-01,P003,Widget_C,141810,47929,588,10.63,EQ1127,Logistics,341574,372889.69,362712.17,992111,111906,Low
2024-04-01,P004,Widget_D,311651,92616,1988,8.69,EQ5135,Logistics,243116,267649.81,260132.0,511180,185436,Medium
2024-05-01,P001,Widget_A,357969,83396,1540,18.19,EQ3199,Quality,349710,373129.64,339208.28,771543,161252,Medium
2025-05-01,P005,Widget_E,256708,68861,4329,17.56,EQ0865,Logistics,272984,313441.08,248069.74,827606,73763,High
2023-04-01,P004,Widget_D,377292,76797,4114,8.27,EQ6882,Assembly,330276,355758.26,346797.99,912351,107488,Medium
2022-11-01,P001,Widget_A,388842,77811,3093,15.86,EQ7890,Assembly,275947,285198.58,261183.97,884972,84514,Low
2025-01-01,P005,Widget_E,493337,53747,3439,9.73,EQ7866,Manufacturing,283305,288875.82,276984.39,540699,167614,Low
2024-05-01,P003,Widget_C,332416,26559,2652,7.68,EQ4430,Assembly,374599,390226.56,409360.64,628498,66408,Low
2024-09-01,P005,Widget_E,325970,54545,4629,14.42,EQ5686,Manufacturing,296331,317530.71,288153.26,447279,153117,Low
2022-07-01,P005,Widget_E,106005,33609,761,11.83,EQ3063,Quality,378832,397572.75,357702.38,669839,100773,Low
2023-05-01,P004,Widget_D,399320,33724,4100,5.17,EQ9154,Manufacturing,365172,385989.62,375907.1,634475,199000,Low
2022-10-01,P005,Widget_E,204392,50754,2693,9.39,EQ0281,Manufacturing,328958,366918.69,318988.48,614324,117480,Low
2025-05-01,P004,Widget_D,294456,54323,1298,5.25,EQ0764,Manufacturing,262991,274361.96,260816.05,895824,87983,Low
2024-03-01,P005,Widget_E,405684,35362,3705,8.46,EQ4450,Quality,221087,237218.61,230429.56,836270,115734,Medium
2023-02-01,P001,Widget_A,402811,88579,28,10.24,EQ0746,Logistics,300387,311484.56,277792.1,767090,145413,Low
2024-04-01,P001,Widget_A,485340,26831,2214,7.25,EQ7197,Assembly,245511,259515.98,250469.04,482727,169291,Low
2023-04-01,P003,Widget_C,209430,77357,1415,5.45,EQ5360,Logistics,338100,397428.85,342249.95,654949,195570,Low
2024-05-01,P001,Widget_A,200648,50194,4158,10.79,EQ0748,Logistics,358062,376636.02,347904.61,568912,76181,Medium
2025-01-01,P004,Widget_D,293319,92131,2428,14.39,EQ8246,Assembly,336582,402901.7,327510.42,959342,155832,Low
2022-07-01,P003,Widget_C,192311,80761,134,11.29,EQ5856,Logistics,279874,312907.89,260252.72,679640,99357,Low
2024-03-01,P002,Widget_B,391577,34948,3262,14.54,EQ5980,Assembly,318204,330123.5,338885.85,435415,117635,Medium
2023-07-01,P004,Widget_D,448298,64515,4124,12.03,EQ6093,Quality,279877,309179.47,276772.37,555396,179537,Low
2023-05-01,P001,Widget_A,496492,87058,3498,6.67,EQ0824,Quality,309481,359577.85,313598.79,970250,150061,Low
2022-09-01,P001,Widget_A,471019,42968,3822,14.19,EQ8743,Quality,268468,317039.43,242740.7,931402,135233,Low
2022-09-01,P002,Widget_B,474761,84658,1138,10.9,EQ2838,Logistics,275913,278949.91,279543.19,992531,56612,Low
2023-08-01,P003,Widget_C,454151,39245,2619,17.93,EQ5242,Assembly,325814,366924.33,338952.26,583541,189731,Medium
2023-07-01,P005,Widget_E,135916,78353,4893,14.85,EQ9677,Manufacturing,213907,226491.98,227487.53,592634,104217,Medium
2024-03-01,P005,Widget_E,262260,65200,2454,5.46,EQ5118,Manufacturing,351024,358933.75,323135.34,921937,182492,Medium
2024-01-01,P003,Widget_C,202049,57282,2839,13.47,EQ7223,Manufacturing,292902,295230.71,274673.6,786570,55348,Low
2025-03-01,P004,Widget_D,441969,30321,3854,14.92,EQ5709,Logistics,322827,347249.23,320136.39,453822,99812,High
2024-05-01,P001,Widget_A,354285,34461,491,15.7,EQ4349,Logistics,263428,275839.65,289608.11,547940,128394,Medium
2024-10-01,P004,Widget_D,429858,84857,987,11.17,EQ1480,Manufacturing,379952,447270.86,352139.02,534089,131593,Low
2024-06-01,P003,Widget_C,213466,68516,4537,8.23,EQ1627,Manufacturing,263521,305849.41,239772.7,445724,127221,Medium
2024-04-01,P001,Widget_A,452150,86988,2985,19.16,EQ4230,Manufacturing,275984,306009.57,300155.58,732334,100476,Low
2024-02-01,P001,Widget_A,384648,85709,4616,16.99,EQ2050,Assembly,347349,409163.95,377146.27,747451,188187,Low
2025-01-01,P005,Widget_E,113802,57693,814,10.15,EQ2710,Manufacturing,293990,331162.79,309754.58,824509,110586,Low
2024-06-01,P001,Widget_A,330745,53783,73,11.77,EQ1924,Manufacturing,235169,281290.17,234007.0,794058,125590,Low
2022-07-01,P001,Widget_A,313120,63078,327,8.17,EQ5935,Manufacturing,252297,277562.18,250352.98,655520,108354,Low
2023-03-01,P005,Widget_E,124078,42742,1660,7.22,EQ7724,Manufacturing,338870,403026.94,341279.69,400657,103762,Low
2025-02-01,P002,Widget_B,431039,34893,2666,17.22,EQ1469,Quality,214405,240541.96,214558.44,511420,124028,Low
2022-12-01,P004,Widget_D,429538,34122,2834,5.72,EQ9929,Logistics,260654,297026.42,248306.0,585369,93378,Low
2024-11-01,P004,Widget_D,488011,26087,4643,9.54,EQ4673,Manufacturing,330156,378673.38,321492.05,981335,174537,Low
2024-04-01,P004,Widget_D,476987,48326,2360,12.85,EQ7680,Quality,348782,362340.99,352804.81,834972,83599,Medium
2024-12-01,P001,Widget_A,103890,77687,2094,9.79,EQ5161,Quality,237795,255566.86,235575.13,936467,185070,Medium
2024-11-01,P001,Widget_A,219297,35633,4216,19.12,EQ2073,Quality,210832,234469.65,191110.25,889507,112543,Low
2024-05-01,P003,Widget_C,162274,58862,125,15.21,EQ5996,Logistics,238466,279300.39,258402.69,686929,182760,Medium
2024-07-01,P003,Widget_C,296548,82089,4038,10.48,EQ8159,Manufacturing,352896,360765.82,339357.47,622004,54354,Low
2025-01-01,P003,Widget_C,112411,30037,204,16.09,EQ8920,Logistics,393418,468429.25,403651.0,589193,118342,Low
2023-01-01,P001,Widget_A,483277,43935,2406,10.98,EQ2373,Assembly,312847,361004.27,337067.74,465676,189446,Low
2024-10-01,P005,Widget_E,252055,30748,1975,13.19,EQ4883,Manufacturing,297557,306990.79,276909.87,633478,65959,Low
2025-03-01,P003,Widget_C,151921,97674,1140,16.93,EQ8552,Manufacturing,366962,424417.22,336512.43,940515,185531,Low
2024-01-01,P005,Widget_E,415591,29137,4972,11.01,EQ1329,Logistics,394652,394683.25,424472.89,925111,189119,Medium
2024-05-01,P001,Widget_A,225519,27140,4636,9.15,EQ1858,Assembly,247200,295951.32,229127.53,473895,119972,Low
2025-03-01,P003,Widget_C,460096,53167,2181,11.76,EQ8491,Manufacturing,378886,405778.42,410852.8,697833,62847,Medium
2023-09-01,P005,Widget_E,281126,43786,3214,18.57,EQ1946,Quality,278114,284616.32,303988.51,716461,116950,Medium
2022-12-01,P005,Widget_E,172396,71111,148,11.71,EQ2374,Quality,211414,223139.52,225585.32,873487,170614,Low
2025-05-01,P005,Widget_E,478286,21664,4343,15.6,EQ8803,Logistics,231671,233883.63,210686.94,595411,150376,Low
2022-11-01,P001,Widget_A,343945,66023,3505,17.81,EQ7488,Assembly,397338,470010.69,406268.56,586820,144647,Low
2022-09-01,P002,Widget_B,334502,49927,2398,16.8,EQ8918,Manufacturing,261489,312772.41,260557.04,517115,84145,Low
2023-10-01,P003,Widget_C,141144,46661,4394,8.51,EQ9636,Quality,307919,365931.21,318666.48,898005,88139,Low
2022-05-01,P002,Widget_B,312720,24053,1808,12.79,EQ3906,Logistics,318764,334167.41,295546.14,838319,76300,Low
2025-04-01,P004,Widget_D,135627,90165,3522,15.89,EQ9561,Quality,282692,310288.11,259720.16,940488,74926,Medium
2023-06-01,P002,Widget_B,436739,85716,1891,9.87,EQ8084,Logistics,338377,357351.45,326037.68,467314,161019,Medium
2023-06-01,P004,Widget_D,315893,32446,4601,9.3,EQ2570,Manufacturing,320945,335404.12,318154.26,820612,99861,Medium
2022-09-01,P005,Widget_E,222398,76838,4245,14.28,EQ2316,Logistics,209601,240076.38,213688.75,906049,81595,Medium
2023-03-01,P002,Widget_B,380272,91548,2918,15.2,EQ5786,Manufacturing,283891,306142.45,287766.36,656122,191803,Low
2022-10-01,P002,Widget_B,439344,51263,3336,7.18,EQ3459,Quality,226185,235427.65,244956.68,517424,187755,Medium
2023-09-01,P001,Widget_A,257394,56762,162,10.19,EQ4209,Manufacturing,258169,297488.69,243641.56,990389,149984,Low
2022-11-01,P003,Widget_C,175386,39071,3622,8.32,EQ1682,Assembly,277917,280095.22,264540.47,419439,190398,Low
2024-05-01,P002,Widget_B,221523,45776,270,17.54,EQ0860,Quality,309641,311999.61,310651.36,776033,95157,Low
2023-10-01,P005,Widget_E,381131,50334,2004,19.05,EQ8095,Quality,272838,307447.04,277983.02,656541,125798,Low
2022-05-01,P005,Widget_E,253901,55869,877,13.95,EQ5438,Assembly,396838,401948.45,415241.34,508537,137504,Medium
2024-08-01,P004,Widget_D,137182,84553,1883,9.55,EQ8233,Quality,356721,396404.44,349928.74,623274,181032,Low
2024-07-01,P003,Widget_C,303328,49235,664,15.66,EQ0647,Assembly,288405,306502.75,269765.18,775409,122650,Low
2023-07-01,P002,Widget_B,178200,82950,2227,19.16,EQ0508,Quality,271458,298951.68,255301.85,455001,187917,Medium
2023-12-01,P004,Widget_D,464870,47952,164,15.51,EQ1282,Assembly,356636,389992.65,347052.14,510540,65064,Medium
2023-04-01,P002,Widget_B,330454,86220,3232,7.89,EQ6197,Quality,260623,262121.41,264613.22,570454,105810,High
2023-02-01,P001,Widget_A,145336,53725,1072,11.91,EQ3093,Manufacturing,351812,382256.89,350358.29,765528,62094,Low
2025-02-01,P003,Widget_C,180779,57349,675,13.22,EQ2485,Assembly,303947,328006.3,284884.52,530231,75385,Low
2024-02-01,P002,Widget_B,316223,72752,2191,16.22,EQ9942,Logistics,257353,266764.82,268796.6,599931,133558,Low
2024-06-01,P002,Widget_B,146987,36623,1218,10.96,EQ2068,Logistics,358552,375406.09,357235.91,938114,156848,Low
2022-05-01,P004,Widget_D,488940,46914,2876,16.7,EQ0541,Quality,320219,376608.87,314745.74,604174,178654,Medium
2023-06-01,P003,Widget_C,213317,59172,881,18.31,EQ4110,Manufacturing,214532,230651.0,228658.45,771498,98480,Low
2024-03-01,P004,Widget_D,256680,54748,4275,18.39,EQ1645,Quality,296404,299373.68,269503.96,603726,134285,Low
2022-09-01,P003,Widget_C,348435,29251,4627,18.02,EQ9734,Logistics,211656,215124.67,228342.21,746763,82772,Low
2022-12-01,P004,Widget_D,481961,89755,918,7.71,EQ5393,Assembly,216325,228150.13,237813.03,856912,68025,Medium
2025-03-01,P003,Widget_C,109267,56878,4775,14.17,EQ0602,Assembly,238910,263785.83,226716.78,708218,103815,Medium
2023-03-01,P005,Widget_E,392439,37229,3679,8.25,EQ6499,Assembly,349078,380089.29,377601.52,891481,165840,Low
2024-07-01,P003,Widget_C,283764,48561,3177,9.91,EQ1134,Assembly,366718,425452.11,386669.59,851845,143065,Low
2023-11-01,P003,Widget_C,389044,48698,413,7.22,EQ2435,Assembly,345588,388523.08,353138.57,932084,147894,Medium
2023-12-01,P001,Widget_A,235150,99277,6,16.42,EQ2834,Assembly,333560,381703.96,321755.99,962485,68025,Low
2023-11-01,P004,Widget_D,364114,57171,116,19.47,EQ9028,Assembly,359805,377313.86,372219.0,995328,92546,Medium
2023-02-01,P005,Widget_E,276770,41128,4758,13.33,EQ8292,Manufacturing,399086,411082.48,410416.47,436194,112026,Low
2024-09-01,P002,Widget_B,263505,65092,4571,12.59,EQ2908,Quality,214172,241772.13,200202.35,902755,184496,Low
2022-07-01,P004,Widget_D,438603,65808,2664,17.04,EQ6072,Manufacturing,297678,319135.33,293645.93,771287,145183,Low
2023-10-01,P003,Widget_C,428042,99231,2920,19.71,EQ7496,Manufacturing,398320,442529.17,388093.14,431575,113936,Low
2025-03-01,P003,Widget_C,134217,25216,1344,5.14,EQ0953,Assembly,208803,212332.03,221043.12,832790,171761,Low
2023-11-01,P004,Widget_D,320362,34467,2752,16.84,EQ9044,Logistics,237943,283117.01,245781.67,912564,195418,Low
2022-11-01,P003,Widget_C,296520,49389,2394,10.37,EQ5804,Logistics,347662,392924.8,382082.45,554072,100895,Low
2024-12-01,P002,Widget_B,370950,78899,1891,8.14,EQ9932,Quality,308312,311060.7,315215.78,426780,132641,Low
2023-10-01,P002,Widget_B,429172,53403,831,13.9,EQ4515,Assembly,272342,294000.12,251356.47,782578,140281,High
2025-02-01,P005,Widget_E,311665,27612,932,7.34,EQ5337,Quality,240596,288584.35,243892.01,555966,158676,Medium
2022-08-01,P002,Widget_B,317048,33358,3518,5.46,EQ7333,Assembly,250711,271603.91,262480.95,407299,127574,High
2023-02-01,P003,Widget_C,109518,69322,4440,15.73,EQ2583,Assembly,359508,366513.71,341949.44,543991,133428,High
2023-09-01,P002,Widget_B,150528,28756,2348,16.63,EQ6326,Manufacturing,297516,322940.1,283455.28,529479,136751,Low
2023-01-01,P004,Widget_D,269773,37537,2929,6.29,EQ8976,Logistics,272916,322148.29,282594.61,601513,100784,Low
2023-08-01,P003,Widget_C,491145,37136,2823,8.35,EQ6774,Assembly,269464,311130.87,274977.85,861029,107062,Low
2023-07-01,P004,Widget_D,286193,24963,504,18.17,EQ8834,Assembly,338475,403056.33,332826.69,889729,84972,Low
2022-06-01,P001,Widget_A,148029,67305,1521,15.67,EQ3347,Logistics,278283,313807.8,256982.09,414948,97847,Low
2024-02-01,P005,Widget_E,407702,35702,2899,6.63,EQ8616,Manufacturing,352546,382720.11,338808.25,812706,191094,Low
2024-01-01,P005,Widget_E,387197,52405,4559,8.94,EQ5822,Assembly,361209,374247.65,396386.47,566730,104856,Medium
2025-05-01,P001,Widget_A,393332,67140,4551,12.59,EQ0324,Logistics,294612,323711.11,277477.32,819500,158718,Low
2022-11-01,P003,Widget_C,382485,59462,2351,5.63,EQ9206,Logistics,230244,245589.38,250839.72,714756,101881,High
2024-10-01,P001,Widget_A,159263,80435,3105,9.13,EQ8169,Quality,298845,356100.61,306346.27,811772,196152,Low
2023-09-01,P005,Widget_E,290057,24704,1711,14.12,EQ5680,Quality,247546,254794.23,255462.05,860604,77530,Low
2023-01-01,P004,Widget_D,275887,53871,941,9.71,EQ8322,Quality,384667,444827.93,354581.54,915340,52416,Low
2022-07-01,P001,Widget_A,327424,97601,2921,17.17,EQ7914,Assembly,216240,244198.65,198767.51,654070,160138,Low
2022-11-01,P005,Widget_E,326931,87434,4048,13.33,EQ7294,Manufacturing,248886,267884.53,253879.21,652110,83432,Medium
2023-02-01,P004,Widget_D,410907,59416,1456,13.88,EQ3917,Logistics,376411,385179.71,410131.0,946118,124815,Low
2024-07-01,P004,Widget_D,409793,88869,1357,19.35,EQ8759,Quality,393533,443247.46,394152.66,697229,73815,Medium
2023-05-01,P001,Widget_A,333919,51552,3551,9.56,EQ2858,Quality,228134,251879.39,211305.67,754311,101599,Medium
2024-01-01,P005,Widget_E,403145,93964,3794,6.97,EQ1694,Quality,387040,415441.39,351302.94,611521,78511,Low
2024-08-01,P001,Widget_A,462255,48363,783,8.82,EQ0840,Manufacturing,213508,223551.96,227257.28,954284,190180,Low
2025-05-01,P001,Widget_A,330975,98185,28,5.75,EQ4572,Logistics,342777,391666.54,321055.15,446641,182723,Medium
2023-07-01,P001,Widget_A,254833,64770,3792,9.79,EQ2042,Quality,224698,263037.21,220138.32,965027,82863,Low
2025-04-01,P004,Widget_D,201471,54594,2029,18.57,EQ9408,Assembly,353682,377008.75,343733.25,426837,129370,Low
2024-06-01,P003,Widget_C,493248,87481,1644,11.05,EQ7801,Manufacturing,335094,340287.97,331907.62,792586,165192,Low
2023-05-01,P005,Widget_E,485412,33516,639,13.04,EQ5977,Assembly,218174,231441.64,221330.04,800357,152492,Medium
2023-05-01,P004,Widget_D,108467,68081,2443,7.97,EQ6372,Manufacturing,254188,280647.78,267122.27,463585,103352,Low
2023-04-01,P003,Widget_C,329089,75874,1573,6.19,EQ4965,Quality,297231,343929.07,279648.2,470366,154778,Low
2024-08-01,P002,Widget_B,422688,35978,3261,7.27,EQ1701,Quality,236823,281436.56,222184.03,556166,189503,Medium
2022-12-01,P004,Widget_D,101829,39660,1653,10.14,EQ5224,Quality,235770,239178.42,226363.66,688549,145736,High
2024-11-01,P003,Widget_C,152263,37877,4967,5.08,EQ9518,Quality,275762,305721.64,292510.9,640793,140131,Medium
2024-08-01,P004,Widget_D,440268,93558,2986,14.13,EQ7684,Assembly,364455,403720.15,383233.76,864694,125407,Low
2025-01-01,P005,Widget_E,432556,67656,115,11.33,EQ6058,Quality,271677,276988.7,257974.76,986247,125776,Low
2023-04-01,P002,Widget_B,216352,28507,3592,14.67,EQ2799,Assembly,376923,387821.22,411510.98,832050,193320,Low
2022-08-01,P004,Widget_D,219578,99442,4869,14.41,EQ1304,Assembly,266086,287616.84,249946.26,903201,164905,Low
2023-11-01,P004,Widget_D,424355,74656,3570,6.36,EQ5243,Logistics,320036,321771.2,342834.9,554706,117446,Low
2024-01-01,P004,Widget_D,440954,72384,3786,16.81,EQ1696,Logistics,379420,392713.21,380432.77,869414,102319,Low
2022-09-01,P002,Widget_B,137705,63607,369,12.44,EQ0491,Assembly,314821,317609.44,334655.61,423403,78335,Low
2024-06-01,P003,Widget_C,182489,76100,2655,8.53,EQ2923,Assembly,380549,397820.88,361297.89,699064,149096,Low
2025-01-01,P001,Widget_A,490595,32715,4697,8.95,EQ2623,Logistics,288532,304576.62,316197.99,905643,148481,Low
2022-08-01,P001,Widget_A,252439,52791,869,18.25,EQ1225,Manufacturing,328549,389997.92,332713.15,698055,97347,Low
2022-10-01,P001,Widget_A,187229,95974,2316,18.83,EQ8184,Quality,321963,384468.81,312980.84,751949,149139,High
2023-01-01,P002,Widget_B,460444,30110,386,17.71,EQ5099,Assembly,363698,399035.04,398327.27,839178,57618,High
2024-01-01,P001,Widget_A,439766,83570,2240,12.46,EQ9933,Manufacturing,398183,399297.82,435649.81,632626,83437,Low
2023-12-01,P003,Widget_C,308979,21514,3938,14.76,EQ1495,Assembly,226358,259142.53,227202.95,988401,97556,Medium
2022-06-01,P005,Widget_E,213416,79208,3852,6.49,EQ0942,Quality,334385,386701.47,303909.64,648817,125537,Low
2022-10-01,P002,Widget_B,450050,51183,4269,11.36,EQ7901,Logistics,277976,287151.86,281600.03,894650,57656,Medium
2024-12-01,P005,Widget_E,181483,32767,1923,7.65,EQ2925,Logistics,250220,256757.86,250742.94,801081,147711,Low
2024-12-01,P001,Widget_A,464158,86467,4512,18.98,EQ6262,Manufacturing,320401,375596.38,319113.0,587769,101878,Low
2025-04-01,P005,Widget_E,148971,33881,2327,7.05,EQ4469,Manufacturing,264340,275999.46,267525.15,538100,144445,Medium
2024-02-01,P001,Widget_A,316161,61510,4426,5.13,EQ0321,Manufacturing,216974,260040.81,196775.9,953463,142019,Medium
2022-10-01,P005,Widget_E,296644,54522,4369,9.95,EQ3209,Logistics,336754,361538.41,349863.34,417793,112322,Low
2024-07-01,P001,Widget_A,336799,50380,174,19.37,EQ6325,Manufacturing,345859,364523.36,323388.84,437824,191124,Low
2023-02-01,P002,Widget_B,454327,34930,3280,19.26,EQ4215,Logistics,396300,461152.71,395286.88,858240,129707,Medium
2023-06-01,P002,Widget_B,335765,36213,2311,18.65,EQ0855,Manufacturing,379310,421319.9,399043.23,584846,120360,Low
2025-05-01,P001,Widget_A,299980,77884,1553,6.78,EQ3425,Manufacturing,321141,383327.94,308929.81,549888,184122,Low
2024-08-01,P004,Widget_D,271039,74322,2171,13.16,EQ2322,Assembly,380857,445172.97,365138.04,944690,90742,Medium
2023-05-01,P004,Widget_D,287497,34632,2947,7.76,EQ2712,Quality,369672,378098.71,377128.7,723111,95445,Low
2024-03-01,P002,Widget_B,173588,55481,2213,10.81,EQ1830,Quality,286078,335072.01,285505.26,688980,144367,High
2023-06-01,P002,Widget_B,378083,56358,734,5.48,EQ0600,Quality,352048,361229.98,347565.57,515819,107123,Medium
2023-10-01,P001,Widget_A,336352,55106,4648,15.48,EQ2450,Assembly,250983,279212.8,236018.16,645654,78622,Low
2023-03-01,P004,Widget_D,464929,36207,795,14.87,EQ4706,Assembly,270124,319106.63,270114.07,499688,142590,Low
2024-05-01,P001,Widget_A,208611,81794,2131,17.43,EQ6477,Assembly,204838,211305.7,193834.74,603270,69849,Low
2024-05-01,P001,Widget_A,135940,29069,1333,9.36,EQ6943,Quality,290383,339161.73,300270.5,821139,86889,Low
2023-02-01,P004,Widget_D,367330,67019,137,8.74,EQ7453,Manufacturing,313395,359445.41,297434.47,432362,146265,Medium
2024-07-01,P003,Widget_C,438786,75479,429,19.7,EQ9279,Quality,371332,438303.11,346348.07,661506,188182,Low
2024-11-01,P004,Widget_D,449285,86627,985,15.6,EQ0896,Manufacturing,229404,258932.01,219987.8,924882,161875,Medium
2023-09-01,P002,Widget_B,432232,41468,2787,6.26,EQ5577,Quality,251465,262724.76,236630.01,641842,69173,Low
2023-02-01,P002,Widget_B,193157,91329,4288,17.17,EQ0412,Manufacturing,206662,218961.64,205614.66,713702,166248,Medium
2023-11-01,P001,Widget_A,222662,68132,93,5.26,EQ2726,Assembly,312350,319648.38,339155.0,673132,111921,High
2024-08-01,P002,Widget_B,253153,85740,1087,6.05,EQ5273,Logistics,223174,253351.78,228274.88,684982,181724,Low
2022-07-01,P003,Widget_C,490059,53838,2341,12.3,EQ5022,Quality,363147,419929.52,332428.02,581659,141922,Medium
2025-05-01,P002,Widget_B,126977,72084,3264,13.83,EQ4444,Quality,273296,304982.53,280173.66,742208,61074,Medium
2023-05-01,P002,Widget_B,418560,80068,3750,5.85,EQ6229,Assembly,391306,396337.14,356025.14,409053,153709,Medium
2024-01-01,P001,Widget_A,250021,53581,3196,10.58,EQ0586,Logistics,223479,255570.45,217511.19,453023,91046,High
2022-12-01,P001,Widget_A,434951,68058,4924,12.72,EQ2371,Logistics,382512,424901.65,361514.43,953633,171800,Low
2023-06-01,P001,Widget_A,390773,78534,1707,5.13,EQ2169,Assembly,251484,277544.6,238869.71,504649,96105,Low
2025-04-01,P003,Widget_C,483469,29105,2469,9.79,EQ6754,Manufacturing,341199,401091.83,358547.81,495951,126095,Medium
2023-03-01,P005,Widget_E,496256,37014,4568,5.32,EQ4957,Quality,269422,287003.22,265506.44,918099,189434,High
2023-11-01,P003,Widget_C,154254,52063,1208,5.01,EQ8210,Quality,205297,233778.01,199212.66,419157,60093,Low
2023-01-01,P001,Widget_A,376522,25390,215,7.43,EQ3965,Assembly,253691,301448.3,230442.74,945544,199407,Low
2022-12-01,P005,Widget_E,195484,93628,4121,13.9,EQ7942,Quality,274159,288664.73,261796.47,984522,95188,Medium
2023-12-01,P004,Widget_D,241619,24895,3331,9.35,EQ8680,Assembly,378557,429727.38,387053.68,592489,75585,Medium
2023-12-01,P005,Widget_E,257308,81596,4288,12.08,EQ1625,Logistics,344642,397611.03,352718.11,722199,170334,Low
2023-04-01,P005,Widget_E,409284,80492,2290,18.12,EQ9291,Quality,239826,268125.86,252719.4,405270,51357,Medium
2023-07-01,P005,Widget_E,490437,83013,2103,9.25,EQ9278,Logistics,381051,453431.27,405996.15,610302,100783,High
2025-03-01,P001,Widget_A,176934,23749,3752,14.81,EQ8699,Assembly,293722,333226.43,291549.38,753146,122835,Medium
2023-01-01,P001,Widget_A,217561,90138,1845,18.9,EQ2179,Logistics,252357,258193.54,230209.63,661818,185155,Medium
2024-02-01,P003,Widget_C,309959,72115,3226,13.76,EQ4571,Quality,249382,279839.06,264590.17,932797,156193,Medium
2024-08-01,P001,Widget_A,193712,66672,3371,18.75,EQ2757,Manufacturing,299435,350874.89,296859.8,930374,116816,Low
2024-10-01,P001,Widget_A,298436,86778,422,13.07,EQ2740,Quality,230042,248591.69,212646.76,472572,175140,Medium
2025-05-01,P001,Widget_A,175958,88296,4334,11.61,EQ0481,Logistics,279618,326356.76,278584.86,950448,80275,Medium
2024-12-01,P004,Widget_D,132134,57941,3425,11.27,EQ0569,Manufacturing,233525,262373.73,236029.92,570495,168438,Medium
2022-08-01,P005,Widget_E,120156,48323,795,11.22,EQ4211,Quality,223081,226585.62,236478.36,936342,123092,Low
2024-04-01,P002,Widget_B,472650,45557,3683,19.79,EQ4801,Logistics,281856,308684.02,255606.34,954644,180126,Medium
2023-07-01,P003,Widget_C,106070,49355,3555,10.21,EQ1956,Quality,321869,384390.31,328738.93,541313,148188,Low
2025-04-01,P002,Widget_B,140792,63962,577,8.74,EQ3231,Quality,285325,316883.37,277894.64,679478,165076,Low
2023-01-01,P003,Widget_C,423019,59765,88,8.57,EQ6926,Manufacturing,211913,245914.5,229787.17,878196,86086,High
2022-12-01,P002,Widget_B,227061,33367,1958,9.82,EQ0183,Logistics,271887,324895.05,276625.09,952151,118333,Low
2024-08-01,P001,Widget_A,389419,98168,4184,16.68,EQ0787,Logistics,201420,237389.58,199222.02,615385,134125,Low
2024-05-01,P002,Widget_B,146565,85101,3309,12.87,EQ4036,Manufacturing,354280,392742.07,359485.79,598860,137359,Low
2023-12-01,P004,Widget_D,213942,23145,1653,13.8,EQ5863,Logistics,308500,322700.75,339261.34,713511,186176,Low
2022-10-01,P001,Widget_A,292294,70794,3406,5.13,EQ6837,Logistics,236170,262625.15,250693.79,489193,59758,Low
2022-06-01,P003,Widget_C,203081,24439,3997,11.17,EQ9395,Logistics,397215,397336.7,432928.4,706070,164559,Low
2023-03-01,P001,Widget_A,174084,87014,3817,6.37,EQ9739,Quality,329832,391251.73,317060.05,806574,185332,Medium
2022-07-01,P005,Widget_E,209514,61874,1006,10.38,EQ0410,Assembly,281808,284740.63,267148.09,794415,71441,Medium
2023-11-01,P001,Widget_A,260952,25688,3014,15.71,EQ9428,Assembly,278882,320113.63,291504.29,538586,133962,Medium
2024-07-01,P004,Widget_D,338181,25898,4363,12.76,EQ3202,Logistics,263354,293585.96,264050.95,861899,177122,Low
2023-12-01,P005,Widget_E,439241,89646,2083,11.64,EQ7203,Assembly,206257,213862.61,215955.53,758277,185347,Low
